event_id,event_timestamp,insurance_type,region,policy_tier,event_channel,verification_mode,claim_stage,customer_age,annual_income,premium_amount,policy_duration_months,event_amount,historical_event_count,account_tenure_days,event_delay_days,supporting_doc_count,external_reference_score,geo_risk_index,behavioral_score,payment_irregularity_count,prior_escalations,digital_activity_score,asset_value_estimate,coverage_utilization_ratio,co_participant_count,network_trust_score,anomaly_indicator,historical_avg_amount,amount_deviation_ratio,response_latency_seconds,device_switch_count,profile_update_frequency,third_party_involvement,investigation_flag,sentiment_score,document_complexity_score,fraud_outcome,fraud_probability_percent
2193,19-02-2025 06:25,agriculture,east,basic,mobile_app,manual,under_review,56,1317048,39933,30,392350,3,2859,32,7,0.9,0.45,1.7,1,1,11.2,88784,1.2,2,0.69,0,20092,19.53,8,4,0,0,0,-0.08,0.77,1,78
2194,19-02-2025 06:44,life,east,premium,agent,auto,investigating,25,1326257,5747,17,250444,0,3044,89,7,0.79,0.37,60,0,0,66.5,694972,0.85,3,0.27,0,87009,2.88,161,1,0,0,0,0.9,0.98,0,43
2195,19-02-2025 06:54,home,south,basic,web,hybrid,investigating,62,1660491,28267,116,296426,1,1838,28,3,0,0.65,39.9,2,0,30.3,839554,0.15,3,0.78,0,243854,1.22,20,0,2,0,1,0.32,0.5,1,86
2196,19-02-2025 07:03,warranty,west,standard,mobile_app,hybrid,investigating,52,1502799,53351,88,370266,4,2578,75,8,0.57,0.7,55.6,2,1,90.5,404777,1.42,0,0.24,1,237878,1.56,67,0,0,1,0,-0.82,0.91,0,45
2197,19-02-2025 07:19,business,west,basic,mobile_app,hybrid,rejected,70,216720,65204,116,289807,2,599,75,8,0.96,0.57,30.4,0,2,46.6,643063,0.16,3,0.87,0,150462,1.93,24,2,1,0,0,0.56,0.3,0,24
2198,19-02-2025 07:29,home,south,basic,branch,manual,approved,67,1297005,38646,101,437066,3,3482,64,3,0.69,0.81,55.5,0,1,67.8,145066,0.82,3,0.23,0,126823,3.45,85,2,0,1,0,-0.54,0.35,1,75
2199,19-02-2025 07:38,agriculture,south,standard,web,hybrid,submitted,48,1960115,46035,97,450920,2,3950,82,2,0.54,0.2,45.8,1,1,45.9,353644,0.2,3,0.49,1,101036,4.46,55,2,1,1,0,-0.81,0.92,1,80
2200,19-02-2025 07:51,vehicle,east,standard,agent,auto,investigating,46,547968,58759,119,93648,2,420,16,2,0.16,0.85,2.5,0,1,35.3,242516,0.42,1,0.7,0,64883,1.44,265,0,0,1,0,0.21,0.84,0,43
2201,19-02-2025 08:00,warranty,north,basic,branch,manual,investigating,35,594283,8373,55,452554,2,2550,0,4,0.67,0.24,6.7,0,0,77.5,776321,0.48,1,0.84,0,286845,1.58,14,2,0,1,0,-0.65,0.38,0,22
2202,19-02-2025 08:16,agriculture,south,standard,mobile_app,hybrid,rejected,20,1099315,53730,82,204253,3,2297,84,4,0.21,0.69,96.1,2,0,28.5,169840,1.34,0,0.64,0,9105,22.43,175,1,1,1,0,-0.23,0.31,1,75
2203,19-02-2025 08:30,warranty,north,standard,agent,manual,submitted,53,1894232,44973,14,140686,3,1635,1,8,0.88,0.12,13.8,2,1,47.6,155025,1.46,1,0.52,0,71937,1.96,164,2,0,0,0,0.28,0.52,1,71
2204,19-02-2025 08:42,vehicle,north,premium,mobile_app,manual,under_review,39,504113,65912,114,61442,1,1493,15,9,0.18,0.26,89,0,0,28.7,698250,1.3,3,0.82,1,239589,0.26,229,0,0,0,0,-0.44,0.97,0,41
2205,19-02-2025 08:51,agriculture,south,standard,branch,manual,investigating,25,284224,60332,81,311523,3,3190,22,4,0.5,0.36,23.6,1,0,80.1,792516,0.48,2,0.32,0,178292,1.75,280,0,0,0,1,0.07,0.55,0,42
2206,19-02-2025 09:07,life,central,premium,agent,auto,submitted,39,1669374,51903,23,181287,0,2206,69,2,0.08,0.37,73.5,2,0,58.1,142556,0.98,3,0.24,0,98147,1.85,289,1,0,0,0,-0.49,0.67,0,48
2207,19-02-2025 09:15,warranty,east,basic,agent,hybrid,investigating,44,798025,25937,25,163482,2,2191,1,7,0.9,0.78,12.6,1,0,16.8,662044,0.78,0,0.88,0,56007,2.92,229,1,0,0,1,-0.85,0.86,0,19
2208,19-02-2025 09:26,life,north,basic,web,hybrid,approved,36,718260,59994,90,332404,3,431,37,2,0.48,0.81,,0,0,50.5,873145,0.88,0,0.89,1,220954,1.5,125,2,1,1,0,0.47,0.65,0,64
2209,19-02-2025 09:37,life,west,standard,mobile_app,manual,under_review,35,685135,65422,103,441694,0,3921,37,1,0.84,0.27,27.8,1,0,85.1,563780,0.35,2,0.58,1,143252,3.08,227,0,0,1,0,-0.64,0.61,1,66
2210,19-02-2025 09:48,agriculture,central,basic,branch,auto,approved,47,1197079,50789,91,277100,2,1486,77,5,0.48,0.23,56.7,0,0,32.1,214310,0.76,2,0.27,0,94380,2.94,187,0,0,1,0,-0.07,0.57,0,44
2211,19-02-2025 10:05,home,west,premium,agent,manual,approved,23,632660,31972,19,57259,2,2696,62,5,0.81,0.77,77.6,0,1,11.5,428321,1.05,0,0.52,0,74305,0.77,41,0,1,1,0,-0.77,0.67,0,29
2212,19-02-2025 10:20,home,central,premium,branch,manual,investigating,59,,22822,82,442980,3,1266,5,8,0.92,0.21,46.7,1,1,83,203844,1.24,1,0.7,0,271440,1.63,242,1,0,0,0,0.63,0.74,0,7
2213,19-02-2025 10:25,health,south,premium,mobile_app,manual,submitted,20,684020,76400,111,199528,1,3674,22,5,0.68,0.47,88,0,0,33.7,104369,1.22,2,0.84,0,115708,1.72,177,0,0,1,0,-0.14,0.42,0,73
2214,19-02-2025 10:39,warranty,central,basic,branch,auto,investigating,60,1910598,64555,7,63755,5,3733,4,4,0.22,0.66,47.6,0,0,82.1,594070,1.1,2,0.81,1,113185,0.56,27,1,3,0,0,0.92,0.88,0,4
2215,19-02-2025 10:53,health,west,premium,branch,auto,under_review,71,1094535,27427,91,85411,3,2969,22,4,0.1,0.64,72.4,0,0,27.5,256799,1.38,2,0.9,0,151362,0.56,74,1,1,0,0,0.96,0.33,0,70
2216,19-02-2025 11:06,health,east,basic,branch,auto,investigating,21,1687085,14817,105,149882,1,2793,52,4,0.46,0.52,30.9,3,1,23.3,858244,1.2,3,0.54,0,20194,7.42,195,3,1,0,0,0.59,0.82,1,75
2217,19-02-2025 11:20,agriculture,west,standard,agent,hybrid,rejected,68,1924906,34308,66,191249,1,354,32,7,0.85,0.78,87.7,0,0,58.9,205451,0.83,2,0.81,0,145532,1.31,148,2,0,0,0,-0.55,0.14,0,12
2218,19-02-2025 11:30,education,central,basic,web,hybrid,investigating,63,1277827,51998,28,434730,2,2888,16,7,0.63,0.54,88.1,1,0,37.7,622392,0.4,2,0.22,0,188218,2.31,115,1,0,0,0,0.47,0.75,0,61
2219,19-02-2025 11:44,life,central,standard,branch,hybrid,investigating,67,394076,55289,23,414928,2,1200,58,0,0.5,0.44,78.3,0,1,28.4,138020,0.25,0,0.38,0,174606,2.38,116,0,0,0,0,-0.53,0.38,0,53
2220,19-02-2025 11:54,business,east,basic,mobile_app,manual,submitted,46,1553654,52257,118,441979,3,164,53,9,0.8,0.68,67.2,1,1,51.6,947138,1.25,0,0.64,1,298061,1.48,288,0,0,1,0,0.52,0.37,0,52
2221,19-02-2025 12:05,home,east,standard,agent,hybrid,under_review,35,1244570,78576,74,186866,0,1830,61,3,0.87,0.55,59.9,1,0,24.5,724647,1.49,3,0.53,1,299359,0.62,27,0,3,1,0,0.68,0.89,0,54
2222,19-02-2025 12:15,warranty,south,premium,branch,auto,submitted,22,655670,28135,99,485197,3,669,71,1,0.15,0.53,27.7,1,0,85.9,879170,0.54,0,0.29,1,208734,2.32,152,0,0,0,0,-0.15,0.4,0,48
2223,19-02-2025 12:32,health,north,standard,web,auto,approved,40,1999086,53693,63,399205,1,1609,37,4,0.91,0.33,,1,0,24.8,395232,1.4,2,0.7,0,143590,2.78,17,0,0,1,1,0.86,0.84,0,66
2224,19-02-2025 12:43,education,north,basic,web,auto,submitted,58,264709,21006,114,296934,1,2565,,4,0.98,0.6,20.6,1,0,78.7,907304,0.91,2,0.62,0,154762,1.92,92,1,0,0,0,-0.95,0.81,0,65
2225,19-02-2025 12:54,life,west,premium,agent,auto,rejected,32,1548062,35985,18,310887,3,736,65,8,0.62,0.79,98.6,0,0,81.9,948245,0.76,0,0.58,0,144496,2.15,60,1,2,1,1,-0.32,0.13,0,29
2226,19-02-2025 13:07,home,west,standard,agent,manual,under_review,35,1296910,11189,32,118831,2,267,2,6,0.52,0.35,77.2,1,0,75.9,830803,0.96,0,0.84,0,41545,2.86,203,0,1,0,1,0.14,0.47,0,38
2227,19-02-2025 13:12,agriculture,west,premium,branch,manual,investigating,52,1016769,39663,92,328603,1,3977,2,7,0.31,0.81,49.9,0,0,87.2,451699,1.11,2,0.66,0,167075,1.97,16,0,2,1,0,0.15,0.55,0,68
2228,19-02-2025 13:30,education,north,standard,mobile_app,hybrid,investigating,37,958036,70219,86,90442,3,3898,25,3,0.72,0.74,24.5,0,0,88.6,367861,0.83,1,0.45,0,268511,0.34,146,0,1,0,0,0.58,0.19,0,21
2229,19-02-2025 13:39,agriculture,south,basic,agent,auto,investigating,55,491571,55400,117,102341,0,3011,85,4,0.25,0.53,83.9,1,0,19.5,779415,1.37,3,0.92,0,24244,4.22,66,1,1,1,0,0.32,0.9,1,88
2230,19-02-2025 13:55,home,south,premium,web,hybrid,under_review,26,827918,71922,54,413097,2,1527,73,6,0.11,0.85,94.3,1,0,28.5,52287,0.61,3,0.73,1,201387,2.05,71,0,0,1,0,-0.46,0.91,0,43
2231,19-02-2025 14:00,home,south,premium,mobile_app,hybrid,approved,72,1247306,10253,113,330671,1,3911,79,7,0.31,0.65,79,0,0,76.9,259048,1.22,2,0.95,0,67006,4.93,209,0,1,0,0,-0.62,0.83,1,86
2232,19-02-2025 14:13,life,east,standard,mobile_app,hybrid,rejected,25,932041,30772,116,482584,3,2041,66,0,0.13,0.75,52.5,0,0,41.6,680198,1.12,2,0.55,0,110089,4.38,133,1,0,0,0,-0.94,0.44,0,53
2233,19-02-2025 14:30,home,north,standard,agent,auto,under_review,60,351432,46749,90,83140,0,2587,59,5,0.04,0.34,78.7,2,0,23.4,326417,0.1,0,0.25,0,242416,0.34,228,1,0,0,0,0.07,0.24,1,75
2234,19-02-2025 14:40,agriculture,north,premium,agent,auto,submitted,62,1869593,64568,114,99941,5,3010,89,1,0.7,0.27,33.3,0,0,83.5,904971,1.3,1,0.4,0,42748,2.34,282,3,1,0,1,0.38,0.9,0,42
2235,19-02-2025 14:54,business,north,basic,web,auto,investigating,62,1128767,31623,33,152222,0,3177,77,0,0.8,0.64,35.7,0,0,34.3,388517,0.2,0,0.73,0,131115,1.16,263,1,2,0,0,0.44,0.94,0,44
2236,19-02-2025 15:07,health,south,basic,mobile_app,manual,investigating,56,1402181,39427,54,296309,4,1387,10,4,0.43,0.27,82.5,1,0,11.1,546255,1.28,0,0.77,0,65696,4.51,255,1,0,0,1,0.35,0.93,1,86
2237,19-02-2025 15:15,warranty,east,premium,web,hybrid,approved,55,849487,76676,27,213039,2,2821,54,0,0.55,0.47,44.2,0,0,15.2,434918,1.39,3,0.83,0,35284,6.04,267,0,1,1,0,0.45,0.71,1,70
2238,19-02-2025 15:31,home,north,standard,branch,manual,investigating,39,1935149,33677,95,339446,2,3414,37,0,0.17,0.33,42,0,0,93.6,962176,1.22,2,0.5,0,68702,4.94,75,0,0,0,0,-0.49,0.27,1,90
2239,19-02-2025 15:37,vehicle,west,basic,branch,manual,rejected,42,,19723,77,437110,1,726,40,1,0.54,0.25,27.8,0,1,13.6,304334,1.38,2,0.43,0,139514,3.13,17,0,0,0,1,-0.17,0.33,0,46
2240,19-02-2025 15:52,life,north,premium,mobile_app,auto,under_review,73,606694,29016,58,495838,0,3411,62,3,0.05,0.56,97.1,0,0,57.1,578118,0.56,1,0.51,0,59127,8.39,49,0,0,1,0,0.38,0.53,1,86
2241,19-02-2025 16:06,business,south,basic,mobile_app,auto,approved,67,1296591,61481,9,81941,3,2991,,0,0.23,0.17,19.4,1,1,28.8,733799,0.56,3,0.56,1,215025,0.38,70,2,2,1,0,-0.11,0.84,0,16
2242,19-02-2025 16:18,home,east,standard,mobile_app,manual,investigating,32,1465721,69090,56,456349,1,1279,37,7,0.37,0.71,21.6,1,1,70,733727,0.63,0,0.55,0,115611,3.95,294,1,1,0,0,-0.93,0.64,0,31
2243,19-02-2025 16:28,vehicle,north,premium,branch,manual,submitted,30,1933765,15129,80,261440,1,3225,45,7,0.65,0.62,58.4,2,0,10.5,328577,0.89,2,0.42,1,138500,1.89,250,2,0,1,0,0.5,0.57,0,24
2244,19-02-2025 16:38,life,west,basic,mobile_app,auto,rejected,38,1664346,35134,104,480680,1,401,26,0,0.76,0.35,65.3,0,0,10.9,964690,0.46,3,0.59,0,285997,1.68,247,0,0,1,0,-0.57,0.44,0,56
2245,19-02-2025 16:54,home,east,premium,branch,manual,investigating,62,,23180,101,231698,0,2190,40,5,0.65,0.67,12.4,0,0,86.3,526382,0.21,2,0.88,0,134596,1.72,46,2,0,1,0,-0.55,0.3,1,89
2246,19-02-2025 17:01,education,north,basic,web,manual,approved,68,686374,49497,110,142438,0,605,17,2,0.2,0.64,78.5,1,0,75.6,801490,0.35,2,0.79,1,44864,3.17,287,1,0,0,0,-0.6,0.92,1,74
2247,19-02-2025 17:18,education,central,basic,web,hybrid,rejected,48,979098,27588,48,389634,1,2594,52,7,0.37,0.43,57.4,0,0,61.7,52381,1.06,1,0.41,0,265344,1.47,112,0,4,1,0,-0.69,0.62,0,59
2248,19-02-2025 17:30,life,south,basic,agent,hybrid,rejected,49,1454875,67650,64,375467,2,2598,35,5,0.68,0.71,46.4,1,1,30.3,991031,0.7,2,0.43,0,207671,1.81,245,1,0,0,0,-0.26,0.51,0,21
2249,19-02-2025 17:39,health,north,basic,branch,hybrid,investigating,70,325456,33746,65,40571,1,2844,49,2,0.48,0.7,22.5,0,0,83,638976,0.51,3,0.49,0,107215,0.38,291,2,1,0,0,0.7,0.31,0,9
2250,19-02-2025 17:51,life,east,basic,web,hybrid,approved,24,1245865,46072,70,23539,2,2006,57,3,0.56,0.11,91.2,1,0,11.6,231098,0.23,0,0.83,1,54923,0.43,83,1,1,1,0,0.36,0.9,0,6
2251,19-02-2025 18:06,business,central,premium,web,manual,investigating,51,1330404,12218,21,234879,1,1959,89,1,0.22,0.66,96.7,1,0,51,277458,0.35,2,0.71,0,110964,2.12,297,1,0,1,0,-0.41,0.84,1,65
2252,19-02-2025 18:17,warranty,north,premium,branch,hybrid,investigating,56,548407,19430,79,82625,0,1174,11,0,0.36,0.78,70.4,1,1,92.9,294056,1.12,2,0.49,0,43629,1.89,59,0,0,0,0,0.7,0.56,0,9
2253,19-02-2025 18:30,education,west,premium,agent,manual,investigating,31,503573,30600,64,39573,3,1445,14,5,0.99,0.4,50.6,1,1,24.8,940951,0.66,0,0.87,1,294615,0.13,55,0,2,0,0,-0.71,0.18,0,33
2254,19-02-2025 18:38,home,north,standard,web,hybrid,under_review,52,1292355,6660,14,171996,2,147,54,5,0.49,0.51,68.9,0,1,32.4,723983,1.12,3,0.24,0,36051,4.77,293,0,1,0,0,0.02,0.15,1,88
2255,19-02-2025 18:54,agriculture,central,standard,agent,hybrid,investigating,42,1254744,45421,63,126808,2,1178,65,5,0.15,0.18,77.3,0,0,94.4,236740,1.41,1,0.39,0,207591,0.61,256,3,0,0,1,0.73,0.81,0,7
2256,19-02-2025 19:05,home,north,premium,branch,hybrid,submitted,66,245147,41110,51,407031,2,351,68,1,0.77,0.31,68.6,0,2,26.1,267313,0.3,2,0.59,0,216142,1.88,157,0,0,0,0,0.66,0.76,0,61
2257,19-02-2025 19:16,health,south,premium,mobile_app,hybrid,investigating,38,1979536,35739,95,178125,1,2845,51,6,0.89,0.81,24.1,1,0,45.9,500891,1.33,0,0.32,0,206023,0.86,161,0,0,1,0,0.04,0.28,0,15
2258,19-02-2025 19:30,education,east,premium,mobile_app,hybrid,rejected,27,1524389,54803,57,59387,1,2346,89,3,0.87,0.64,80.9,0,1,34.3,510826,1.18,0,0.5,1,209117,0.28,126,0,0,1,0,-0.93,0.48,0,63
2259,19-02-2025 19:44,agriculture,north,standard,branch,auto,investigating,19,301231,42019,23,450676,0,1921,72,1,0.64,0.28,37.6,1,0,19.6,176022,0.21,3,0.37,0,52035,8.66,32,1,1,0,0,-0.92,0.14,1,75
2260,19-02-2025 19:51,warranty,east,premium,agent,hybrid,approved,58,442456,52212,52,447191,2,805,27,7,0.75,0.57,11.6,0,1,10.2,985971,0.18,3,0.47,0,191457,2.34,191,1,0,1,1,-0.37,0.89,0,44
2261,19-02-2025 20:08,agriculture,north,standard,web,hybrid,investigating,37,1324523,55565,51,213592,3,3086,54,5,0.39,0.71,56.4,1,0,92.4,167540,1.17,3,0.36,0,102550,2.08,61,1,2,1,0,0.6,0.62,0,19
2262,19-02-2025 20:16,agriculture,west,premium,web,auto,investigating,72,1339623,10962,37,36249,3,237,5,0,0.9,0.38,57.7,0,0,41.9,238038,0.8,1,0.69,0,149765,0.24,193,1,1,0,1,-0.99,0.59,0,35
2263,19-02-2025 20:27,agriculture,south,basic,mobile_app,hybrid,investigating,32,510235,14609,70,265114,4,714,40,3,0.34,0.63,91.6,2,1,74.9,867581,0.1,3,0.86,1,72943,3.63,217,1,3,0,0,-0.98,0.64,1,85
2264,19-02-2025 20:41,business,south,standard,web,hybrid,under_review,69,688654,57355,8,289872,0,3760,36,3,0.38,0.78,21.4,1,0,31.1,404334,0.19,3,0.69,0,238106,1.22,176,0,0,1,0,0.01,0.2,0,53
2265,19-02-2025 20:50,life,west,basic,branch,auto,under_review,53,616724,10063,65,378570,0,1992,69,1,0.87,0.18,77.6,0,0,79.5,894942,0.42,0,0.9,0,33162,11.42,163,2,0,1,1,0.1,0.64,1,64
2266,19-02-2025 21:08,education,west,standard,mobile_app,auto,rejected,24,278312,36003,41,110413,3,1584,19,0,0.44,0.85,94.1,1,0,22.3,566186,1.03,2,0.86,0,114183,0.97,129,1,0,1,0,0.87,0.98,0,67
2267,19-02-2025 21:15,warranty,north,basic,mobile_app,hybrid,rejected,44,1848779,75446,106,144444,2,1276,29,3,0.48,0.54,99.1,1,1,74,711430,0.71,0,0.53,0,10260,14.08,95,2,0,1,1,0.68,0.88,1,87
2268,19-02-2025 21:28,health,south,standard,mobile_app,auto,under_review,23,1075597,34468,102,306975,1,1097,73,8,0.02,0.72,28.3,0,1,84.5,789929,0.4,3,0.69,0,26914,11.41,149,2,1,0,0,0.93,0.53,1,88
2269,19-02-2025 21:44,health,west,premium,web,hybrid,approved,71,1840052,69941,49,463272,1,3162,2,4,0.95,0.11,,0,0,38.3,191644,1.43,2,0.21,0,35235,13.15,8,1,2,0,0,-0.77,0.33,1,83
2270,19-02-2025 21:55,home,west,standard,agent,manual,rejected,25,1869508,26502,12,23730,3,1971,83,2,0.64,0.37,40.5,1,0,64.7,692256,1.27,3,0.34,0,171137,0.14,31,1,0,1,0,-0.12,0.87,0,35
2271,19-02-2025 22:02,education,north,standard,mobile_app,manual,approved,72,1672301,42669,103,298833,4,313,38,6,0.76,0.11,93.5,1,0,23.1,359707,1.44,0,0.64,0,220139,1.36,282,0,0,0,0,0.05,0.93,0,45
2272,19-02-2025 22:14,education,central,basic,mobile_app,manual,under_review,61,679107,68348,50,473632,1,975,46,1,0.71,0.19,60.7,0,1,45.5,667763,0.24,2,0.21,0,83540,5.67,201,1,0,0,0,-0.76,0.86,1,64
2273,19-02-2025 22:30,education,south,standard,agent,hybrid,submitted,22,1573173,50387,117,304146,3,157,25,5,0.83,0.42,91.9,0,1,75.4,139183,0.58,0,0.42,1,117806,2.58,210,0,1,0,1,-0.58,0.5,0,47
2274,19-02-2025 22:36,education,west,standard,web,hybrid,submitted,35,945974,29436,99,170231,0,2027,23,4,0.23,0.71,56.3,3,1,64.5,941811,0.56,3,0.79,0,107975,1.58,122,0,1,0,0,0.79,0.95,0,26
2275,19-02-2025 22:48,warranty,east,premium,agent,auto,rejected,48,291293,12218,18,372800,0,1923,18,6,0.28,0.34,23.2,1,1,33.8,507159,0.17,0,0.4,0,267731,1.39,152,2,1,0,0,-0.44,0.2,0,8
2276,19-02-2025 23:06,home,south,basic,web,manual,rejected,67,1088271,43595,6,124318,2,2441,67,7,0.97,0.35,42.3,0,0,40.1,207532,0.99,2,0.43,0,24454,5.08,246,0,1,0,1,0.64,0.93,1,69
2277,19-02-2025 23:15,health,north,basic,mobile_app,auto,approved,31,636005,59729,103,106774,3,3669,39,8,0.59,0.38,79.2,1,0,62,483571,1.43,2,0.41,0,75005,1.42,161,1,0,0,0,0.23,0.28,0,41
2278,19-02-2025 23:26,agriculture,east,premium,branch,auto,approved,43,1349996,21586,102,97006,1,486,11,6,0.5,0.35,68,0,0,46,271171,1.22,1,0.89,0,182580,0.53,78,0,0,1,0,-0.73,0.26,0,51
2279,19-02-2025 23:36,home,north,premium,agent,auto,investigating,32,1782294,10096,116,40405,3,3025,64,3,0.28,0.41,24.9,3,1,47.6,344946,0.58,1,0.6,1,64721,0.62,211,0,0,0,0,-0.75,0.91,0,39
2280,19-02-2025 23:56,home,north,standard,web,manual,submitted,27,1607102,31218,73,382570,1,1624,37,4,0.66,0.44,11.2,0,0,63.5,783407,0.55,2,0.65,0,161006,2.38,176,1,0,0,0,0.77,0.4,0,56
2281,20-02-2025 00:04,warranty,south,basic,web,hybrid,submitted,45,1662090,25367,53,263095,0,2207,79,6,0.77,0.21,74.8,0,0,27.8,705882,1.09,3,0.74,0,77399,3.4,115,0,1,1,0,0.5,0.51,0,18
2282,20-02-2025 00:16,warranty,west,standard,agent,manual,submitted,50,1228778,64403,32,128742,1,2653,13,4,0.42,0.64,20.8,1,0,28.3,634380,0.27,0,0.59,0,84760,1.52,102,2,1,1,0,0.5,0.82,0,57
2283,20-02-2025 00:24,business,north,basic,branch,auto,approved,68,1173696,51287,9,442383,2,1442,39,0,0.36,0.51,36.7,2,0,88,217843,1.18,3,0.83,1,17423,25.39,265,0,0,1,0,-0.23,0.54,1,59
2284,20-02-2025 00:36,warranty,east,premium,mobile_app,auto,under_review,68,1541657,79690,84,92230,1,2844,47,8,0.87,0.81,57.4,1,1,41.4,629852,0.6,1,0.46,0,128555,0.72,260,1,0,0,0,0.07,0.45,1,96
2285,20-02-2025 00:52,education,north,premium,branch,auto,rejected,74,1398014,65861,63,282215,0,1577,74,4,0.11,0.47,,0,0,75.8,472523,0.25,0,0.94,0,66462,4.25,160,0,0,1,0,-0.16,0.81,1,65
2286,20-02-2025 01:07,warranty,east,premium,branch,hybrid,under_review,19,775024,65545,28,129152,3,1423,11,2,0.37,0.61,97.1,0,1,85.3,651446,1.07,1,0.42,0,244740,0.53,265,0,1,1,1,1,0.77,0,37
2287,20-02-2025 01:18,home,east,basic,agent,manual,rejected,31,313664,14795,36,373013,1,2942,69,0,0.16,0.18,92.7,2,0,13.5,88594,0.28,3,0.89,0,97853,3.81,223,1,0,1,1,-0.68,0.11,1,60
2288,20-02-2025 01:27,education,central,premium,web,auto,investigating,64,1551928,36312,83,149170,3,460,42,5,0.26,0.77,43.8,3,1,86.2,50212,0.81,1,0.61,0,91244,1.63,136,1,0,1,1,0.01,0.37,1,66
2289,20-02-2025 01:40,home,west,premium,web,hybrid,rejected,22,870945,37418,13,467070,0,862,10,3,0.96,0.66,79.2,0,1,77.6,200356,0.44,0,0.64,0,38410,12.16,161,1,1,0,1,0.18,0.47,1,92
2290,20-02-2025 01:53,home,south,basic,agent,manual,approved,30,484990,21077,46,119944,1,3647,38,7,0.11,0.29,88.8,0,0,62.1,558759,1.34,2,0.95,0,211684,0.57,141,0,2,1,0,0.71,0.98,0,12
2291,20-02-2025 02:00,business,central,premium,branch,hybrid,investigating,35,1116687,49728,47,432552,0,726,87,9,0.65,0.36,88.1,1,1,84.2,162900,1.1,2,0.26,1,23495,18.41,4,2,0,1,0,0.86,0.49,0,36
2292,20-02-2025 02:15,vehicle,west,standard,mobile_app,manual,under_review,62,1817522,61239,18,290944,2,180,20,6,0.69,0.85,35.5,2,0,79.4,63491,0.15,2,0.88,1,192864,1.51,37,0,1,0,0,-0.94,0.46,0,71
2293,20-02-2025 02:29,life,central,basic,web,auto,investigating,53,1554512,28459,90,102150,0,994,76,6,0.56,0.48,78.5,2,1,30.3,154859,0.79,2,0.42,0,252368,0.4,213,1,2,1,1,0.84,0.86,0,13
2294,20-02-2025 02:41,health,east,premium,mobile_app,hybrid,submitted,63,421873,73260,85,34664,1,831,21,4,0.16,0.16,84.8,2,0,49,938919,0.24,0,0.61,0,292633,0.12,154,0,2,0,0,0.61,0.61,0,64
2295,20-02-2025 02:53,vehicle,east,basic,branch,hybrid,submitted,37,550148,18699,114,272678,1,975,7,6,0.79,0.79,,2,2,76.1,972976,1.01,1,0.64,0,47671,5.72,132,0,0,0,0,-0.4,0.23,1,79
2296,20-02-2025 03:03,business,central,premium,agent,auto,submitted,34,410255,17680,101,157721,1,3509,45,2,0.45,0.55,4.2,0,1,81.8,462633,0.51,1,0.94,0,294692,0.54,86,2,1,0,0,0.28,0.29,0,50
2297,20-02-2025 03:13,agriculture,central,basic,web,manual,investigating,21,1293975,30198,110,389717,0,3660,17,9,0.04,0.25,3.9,1,0,36.5,235431,0.99,0,0.68,0,223512,1.74,192,0,0,0,0,-0.53,0.4,0,25
2298,20-02-2025 03:27,life,east,basic,agent,auto,approved,35,1191245,14223,102,192890,3,1088,49,7,0.71,0.24,13.3,2,0,24.6,303213,1.07,2,0.37,0,21051,9.16,56,1,1,0,0,0.46,0.28,1,99
2299,20-02-2025 03:36,vehicle,south,premium,mobile_app,manual,submitted,41,1579131,19463,110,281736,2,3094,32,9,0.32,0.64,69.2,0,0,39.4,386329,0.88,2,0.32,0,296994,0.95,208,1,0,1,1,-0.18,0.46,0,55
2300,20-02-2025 03:53,warranty,north,premium,branch,auto,under_review,26,328304,21389,46,171436,5,3524,80,3,0.78,0.66,52.5,0,1,34.2,916541,0.41,0,0.25,0,19151,8.95,166,1,0,0,0,-0.96,0.83,1,93
2301,20-02-2025 04:06,agriculture,central,premium,web,hybrid,rejected,54,1287775,28288,23,54999,0,2980,14,8,0.7,0.28,4,0,0,31.3,740996,1.18,2,0.53,0,280908,0.2,29,0,0,1,0,-0.25,0.19,0,13
2302,20-02-2025 04:20,vehicle,north,basic,mobile_app,hybrid,under_review,39,1944404,10177,42,172617,4,750,43,0,0.31,0.47,1.3,0,0,28.2,721471,0.73,1,0.7,0,100625,1.72,54,0,1,0,0,-0.9,0.51,0,27
2303,20-02-2025 04:30,home,west,standard,web,hybrid,submitted,18,,42910,90,434802,1,3816,60,6,0.08,0.29,77.3,1,0,89.5,976928,0.71,0,0.51,0,34589,12.57,224,0,0,1,0,0.74,0.84,1,65
2304,20-02-2025 04:36,home,south,standard,agent,hybrid,under_review,53,846931,55788,111,350763,2,2481,40,2,0.82,0.55,36.4,1,1,71.4,79389,1.19,1,0.85,0,60967,5.75,145,0,2,0,0,0.03,0.97,1,73
2305,20-02-2025 04:54,vehicle,north,premium,agent,auto,under_review,74,612689,63897,23,54050,3,1749,53,2,0.46,0.71,90.1,0,2,53.4,115374,0.28,0,0.47,0,117068,0.46,172,1,1,0,0,0.64,0.2,0,51
2306,20-02-2025 05:03,business,east,standard,mobile_app,auto,approved,65,1979894,43485,97,95412,0,2442,74,6,0.9,0.35,42.2,0,0,90.5,62352,0.91,2,0.21,1,184790,0.52,179,0,1,0,0,-0.53,0.9,0,5
